Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
2,44,5,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,Telemah,Bob,Izi, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemah,Telekom,A1, , , , , , ,1,1,1,1,1,0,3, ,4
1,52,9,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,Telemach,Telekom,A1,Hotmobil,T2,Bob,Izi,Mobi, , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,A1,Telekom,Total,T2, , , , , ,1,1,1,1,1,0,1, ,3
1,54,10,2,2,1,1,1,2,1,1,1,1,0,1,1,0,0,0,0,0,T2,A1,TELEMACH, ,TELEKOM,TUŠMOBIL, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,TELEMACH,TELEKOM, , , , , , ,1,1,1,1,1,0,4, ,4
2,44,2,9,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,T2,Telekom, , , , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,0,2, ,3
1,54,12,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Mobitel,a1,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,A1,Mobitet, , , , , , ,1,1,1,1,0,0,2, ,2
2,45,4,4,2,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,mobitel,telemach,t2, , , , , , , ,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telemach,t2, , , , , , , , ,1,1,1,1,1,0,3, ,3
1,44,2,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telelom,Telemah,A1,Hot, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,T2,Amis, , , , , ,1,1,1,1,1,0,2, ,2
2,46,2,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,bob,telecom,telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telemach,telecom, , , , , , , , ,1,1,1,1,0,0,5, ,2
2,46,7,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,t2,telemach,a1,telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telemach,telekom, , , , , , ,1,1,1,1,1,0,4, ,4
2,38,8,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,bob,telekom,telemach,a1,t2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemach,t2, , , , , , ,1,1,1,1,0,0,5, ,1
1,51,2,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,t2,bob,hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,1,1,1,0,0,1, ,1
1,39,4,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,A1,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,5, ,3
1,34,8,5,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,Telemach,Telekom,A1,T2,Bob,Hofer,Spar, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,3
2,42,1,5,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,A1,T2,izimobil,Telemach,Telekom,Bob,Sparmobil, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,1,1,1,1,0,9, ,6
1,48,4,4,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,A1,T-2,Hofer Mobile,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T-2, , , , , , ,1,1,1,1,1,0,5, ,3
1,54,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,A1,Hot,T2,Bob,Spar mobil, , , ,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,3
2,33,8,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Bob,Simobil,Mobitel,Telemach,T2,Hofer,Spar, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,5, ,3
1,52,9,9,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,A1,Tušmobil,Bob,Telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Tušmobil, , , , , ,1,1,1,1,0,0,3, ,3
1,48,12,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,t2,telemach,a1,telekom, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,t2,telemach,telekom, , , , , , , ,1,1,1,1,1,0,2, ,4
1,38,6,3,2,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telemah,Telecom,Bob,Hofer,Izi, , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telecom, , , , , , , ,1,1,1,1,1,0,2, ,2
2,52,6,7,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,0,0,0,0,0,1, ,1
2,50,3,3,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,a1,t2,hofer, , , , , ,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,hot,bob,a1, , , , , ,1,1,1,1,1,0,3, ,1
2,32,2,4,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telemach,Hot,A1, , , , , , , ,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,A1,Telekom, , , , , , ,1,1,1,1,0,0,6, ,3
2,54,1,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,a1,bob,spar mobil, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,telekom,a1, , , , , , , ,1,1,1,1,1,0,2, ,2
2,43,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Hofer,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,T2,Telekom, , , , , , , ,1,1,1,1,1,0,3, ,3
1,33,4,2,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,1,0,1, ,1
1,44,6,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Hot telekom,Tušmobil,Telekom,A1,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,A1,Telekom, , , , , , , , ,1,1,1,1,1,0,6, ,1
1,47,8,4,2,2,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,T2,A1,Hofer,Telekom, , , , , ,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,T2, , , , , , , ,1,1,1,1,0,0,3, ,6
2,31,8,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,T2,Telekom, , , , , , , ,1,1,1,1,0,0,3, ,3
1,39,8,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,telekom, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,teemach,siol,t2,a1, , , , , , ,1,1,1,1,1,0,3, ,3
1,38,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,telekom,t2,bob,telemah,a1,hofer,re;do,spar,jidl, ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,a1,telemah, , , , , , ,1,1,1,0,1,0,1, ,1
2,50,11,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Izi,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,T2,Hofer,Bob, , , , , ,1,1,1,1,1,0,5, ,4
1,31,8,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telwmach, , , , , , , , , ,0,0,1,0,0,0,3, ,3
1,49,5,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,telemach,telekom,a1,t2,bob, , , , , ,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,telemach,telekom,a1,t2, , , , , , ,1,1,1,1,0,0,5, ,6
2,50,4,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Hot,T2,Telekom,Telemacm,A1, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,43,7,9,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Simobil,A1,Telekom,Tušmobil,Hofer, , , , , ,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,Siol, , , , , , ,1,0,1,1,0,0,2, ,2
2,54,12,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Bob, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,T2,Bob, , , , , ,1,1,1,1,1,0,1, ,1
2,48,4,3,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,telemach,telekom,hot,a1,t2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,0,1,1,1,0,6, ,1
2,33,4,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Bob,Hofer,Telemach,Telekom,A1,Redo, , , , ,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,5, ,3
2,41,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Mobitel,A1,Telemach, , , , , , , ,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Mobitel, , , , , , , ,0,1,0,0,0,0,2, ,2
1,44,9,9,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,bob, , , , , , , , , ,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,telemach, , , , , , , , , ,0,0,1,1,0,0,5, ,3
2,55,8,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,telekom,tuš,t2,bob,izi,hofer,a1,telemach, , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,1,1,1,1,1,0,1, ,4
2,46,12,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,bob,izi,hotmobil,telemach,t-2,a1, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,t-2,telemach, , , , , , ,1,1,1,1,0,0,5, ,2
2,52,8,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Telemach,Bob,T2,Hofer, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,T2,Telemach,Total tv, , , , , ,1,1,1,1,1,0,1, ,1
2,46,2,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Hot,Telemach,Telekom,A1,T2,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,1,0,6, ,3
2,40,4,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,A1,Telekom,T2,Hofer, , , , , ,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,1, ,6
1,34,7,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom Slovenije,T-2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Telekom Slovenije,Telemach,A1, , , , , , ,1,1,1,1,0,0,2, ,2
1,34,2,9,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom slovenije,A1,Telemach,T-2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,T-2, , , , , , ,1,1,1,1,0,0,1, ,1
2,33,2,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Hot,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,0,3, ,3
1,34,11,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Bob,A1,Telekom, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,T2,Telebah, , , , , , , ,1,1,1,1,0,0,6, ,2
1,45,6,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Mobitel,Telemach,T2,A1,Tuš,Špar, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,1
2,40,3,3,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,telekom,a1,t2,telemach,hofer,bob, , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,a1,telemach,t-2, , , , , , , ,1,1,1,1,1,0,1, ,3
2,55,2,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Bob,Teleklm,T2,A1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,A1,Bob,Total tv, , , , , ,1,1,1,1,1,0,2, ,2
2,38,8,3,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,0,0,2, ,2
1,51,12,6,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telemach,telekom, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,telemach,telekom,a1, , , , , , ,1,1,1,1,0,0,3, ,3
1,40,10,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,T-2,A1,Telemach, , , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom Slovenije,T-2, , , , , , ,1,1,1,1,0,0,4, ,4
2,49,4,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,a1,telekom,hot hofer, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,telemach,t2, , , , , , ,1,1,1,1,0,0,2, ,2
2,46,7,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,A1,Bob,Telemach,Tuš mobil,Telekom Slovenije,T2,Hot mobil, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,T2,Amis,Telemach,Telekom Slovenije, , , , , ,1,1,1,1,1,0,5, ,3
2,54,7,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,1,1,1,1,0,0,4, ,4
1,45,7,9,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,t-2, , , , , , , , , ,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,t-2,a-1, , , , , , , , ,0,1,0,1,0,0,9, ,6
2,50,7,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,A1,T2,Telemah,Telecom,Hot, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemah,Telecom, , , , , , ,1,1,1,1,1,0,6, ,2
1,32,8,9,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Telekom,Telemach, , , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,Bob, , , , , , ,1,1,1,1,1,0,3, ,3
2,31,12,9,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,simobil,bob,hofer,t2,telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,telemach, , , , , , , ,1,1,1,1,0,0,5, ,2
1,54,8,9,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telemah,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,Telekom,T2,A1, , , , , , ,1,1,1,1,0,0,3, ,3
2,39,7,4,2,1,1,1,2,3,1,1,1,1,1,1,0,0,0,0,0,T2,Amis,Telekom,Bob,Hofer,A1, , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telekom,A1, , , , , , , ,1,1,1,1,0,0,5, ,1
1,47,9,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,1,1,1,1,0,1, ,1
1,52,9,5,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,TELEKOM,TELEMACH,A1,HOFER,SPAR,T2, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,TELEKOM,TELEMACH,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,1
1,40,8,4,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,0,1,1,0,0,9, ,6
1,40,12,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T2, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,T2,Telemach, , , , , , , ,1,0,1,1,0,0,1, ,4
2,40,4,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemah,A1, , , , , , , ,1,1,1,1,1,0,1, ,1
1,35,8,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,Amis,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Amis, , , , , , ,1,1,1,1,1,0,3, ,3
2,54,8,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Telemach,T2,Bob,Hofer, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,Telemach,A1, , , , , , ,1,1,1,1,1,0,2, ,2
2,35,4,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Hot Hofer,Telemach,Telekom,T-2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,A1,Hot Hofer,Telemach,Telekom,T-2, , , , , ,1,1,1,1,1,0,2, ,2
2,39,8,4,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,A1,Telemach,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telekom,Telekom,Telekom, , , , , , ,1,1,1,1,0,0,1, ,1
2,44,12,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,hofer,telemah, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,elta,elemah,telekom,a1, , , , , , ,1,1,1,1,0,0,1, ,6
2,36,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,Bob,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,A1, , , , , , , ,1,1,1,1,1,0,9, ,6
2,49,8,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Bob,A1,Telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Siol,A1,T2,Telekom, , , , , , ,1,1,1,1,1,0,5, ,1
2,50,11,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Hot,Mega, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,8,Mega,4
2,49,8,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,1,0,3, ,3
2,49,6,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,1,0,4, ,4
2,36,4,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,Telemach,A1,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,Telemach,T2,A2, , , , , , ,1,1,1,1,1,0,1, ,3
1,48,7,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,A1,Mobitel,Telekom,Bob,Telemach, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,0,2, ,2
2,33,12,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Hot,A1,Telekom,T2,Telemach, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,Hot,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,6, ,4
2,43,8,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Hofer,Spar, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,A1,Telekom, , , , , , ,1,1,1,1,1,0,6, ,3
1,42,4,5,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,T2,Mobitel,A1,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,T2,Telekom, , , , , , , ,1,1,1,1,1,0,3, ,3
2,45,8,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,0,3, ,3
1,49,4,4,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telemach, , , , , , , , ,1,1,1,1,0,0,1, ,1
1,36,3,4,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,bob, , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,1,1,1,1,1,0,3, ,1
1,36,8,5,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,T-2,Telekom,Simobil, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,T-2,Telekom,Simobil,Telemach,Bob, , , , , ,1,1,1,1,1,0,4, ,4
2,46,11,3,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,A1,Hofer,T2,Telemah,Telekon,Izi mobil,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,A1,T2,Telekom, , , , , , ,1,1,1,1,1,0,6, ,2
1,34,8,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,A1,TELEMACH,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,TELEMACH,TELEKOM SLOVENIJE,T2, , , , , , ,1,1,1,1,1,0,2, ,4
1,43,8,6,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,telemach, , , , , , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,telemach, , , , , , , , , ,0,0,1,0,0,0,3, ,3
2,45,3,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,1,0,2, ,3
