Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
1,49,6,5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,hot,telekom,telemach,a1,spar mobil,izi, , , , ,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,telekom,total tv,t2,telemach,a1, , , , , ,1,1,1,1,1,0,6, ,1
2,65,8,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,T 2,A1,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T-2,A 1, , , , , , ,1,1,1,1,1,0,2, ,3
2,52,9,9,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,telemach,t2,izi mobil,a1,hofer telekom,spar mobil,telekom, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,t2,simobil a1,telekom,telemach,lastovka, , , , , ,1,1,1,1,1,0,1, ,1
1,35,3,4,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,bob, , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,1,1,1,1,0,0,3, ,1
2,45,8,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Bob,Simobil,Telekom,T2,Telemach, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,T2, , , , , , ,1,1,1,1,1,0,5, ,2
1,20,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telekom,a1,telemach,bob,t2, , , , , ,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,telemach,a1, , , , , , , ,1,1,1,1,1,0,3, ,3
2,34,4,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,Hot Hofer,Telemach,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,Hot,Telemach,Telekom,T-2, , , , , ,1,1,1,1,1,0,2, ,2
1,23,7,1,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,A1,T-2,Telemach,Telekom Slovenije,Hot, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,A1,Telemach,Telekom Slovenije,T-2,Hot,Bob, , , , ,1,1,1,1,1,0,1, ,1
1,21,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,telemach,a1, , , , , , ,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,t2,telekom,telemah, , , , , , , ,1,1,1,1,0,0,9, ,6
1,72,8,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Mobitel,T2,siol,a1,Telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,T2,Siol,telekom, , , , , , ,1,1,1,1,1,0,3, ,3
2,67,4,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,0,1,1,1,1,0,1, ,1
1,41,8,9,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,telemach,hofer,telekom,a1,bob,t2, , , , ,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,a1,telemach,telekom,t2,total tv, , , , , ,1,1,1,1,1,0,2, ,3
2,70,11,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,T2,A1,Spar mobil,Hofer,Bob, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemach, , , , , , ,1,1,1,1,1,0,1, ,1
2,46,9,9,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Telemach,T2,Hofer,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,20,2,9,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,T2,Hot telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,Telekom, , , , , , , , ,1,1,1,1,1,0,3, ,3
2,35,8,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Bob,Hofer,A1,Telekom,Telemach, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,A1, , , , , , , ,1,1,1,1,1,0,5, ,1
1,21,4,3,2,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,Telekom, , , , , , , , ,1,1,1,1,0,0,3, ,2
2,71,4,3,2,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,Telemah,T2,At,Telekom,Bob,Simobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,Telekom,T2,A1, , , , , , ,1,1,1,1,1,0,3, ,4
2,44,4,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A2,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,A2,Telekom,Telemach, , , , , , , ,1,1,1,1,1,0,1, ,2
2,71,4,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,A1,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,A1,Telekom, , , , , , ,1,1,1,1,0,0,4, ,4
2,46,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemach, , , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,T2,Telemach, , , , , , ,1,1,1,1,0,0,1, ,2
2,69,12,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,telekom,telemah,a1,t2,bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telekom,telemah, , , , , , ,1,1,1,1,1,0,4, ,4
2,40,9,9,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Spar,Hofer, , , , , ,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,Svislar, , , , , , , , ,1,1,1,0,0,0,1, ,1
2,61,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
2,32,7,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,T-2,A1,TELEMACH,BOB,HOFER,SPAR,Telekom, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T-2,A1 Slovenija,TELEMACH,Telekom, , , , , , ,1,1,1,1,1,0,4, ,4
2,34,9,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,A1,Telemach,Telekom,T-2,Re:do,Hot,Bob, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T-2, , , , , , ,1,1,1,1,1,0,2, ,2
2,53,7,7,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Bob, , , , , , , ,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,2, ,2
2,37,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,T2,A1,Telemach,Telekom,Izimobil,Hofer,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Telemach, , , , , , ,1,1,1,1,1,0,2, ,1
2,22,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,T-2,Telemach,KabelNET,Tellynet,Telekom, , , , , ,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,TV SPORED,T-2, , , , , , ,1,1,1,1,0,0,2, ,2
2,20,4,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,Hothofer, , , , , , ,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Siol, , , , , , , , , ,1,1,1,1,1,0,1, ,1
2,36,7,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,Telekom,A1,Telemach,Bob,Spar mobil,Tuš,Hofer, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,Telemach,A1, , , , , , ,1,1,1,1,1,0,1, ,1
2,51,4,3,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,hofer,bob, , , , , , , , ,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,telemach, , , , , , , , , ,1,1,1,1,1,0,6, ,2
1,55,8,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemah, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telekom,telemah, , , , , , , , ,1,1,1,1,1,0,8,total,5
1,20,6,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0,A1,Telekom Slovenije,Telemach,T2,Bob,Mobitel,Ne vem,Ne vem,Ne vem,Ne vem,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,A1,T2,Ne vem,Ne vem,Ne vem,Ne vem,Nevem,Ne vem,Nevem,Ne vem,1,1,1,1,0,0,2, ,2
2,17,12,8,2,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,Telekom slovenije,T-2,Telemach,A-1,Bob, , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom slovenije,T-2,Telemach,A1,Bob, , , , , ,1,1,1,1,0,0,1, ,4
1,68,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,0,0,4, ,4
2,35,9,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,telemach,t-2, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,telekom,t-2, , , , , , ,1,1,1,1,0,0,2, ,2
1,42,11,4,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemach,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,T2, , , , , , , , ,1,1,0,1,0,0,9, ,6
2,63,8,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,si.mobil,a1,telemach,t2,telekom,hofer, , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,a1,telemach,t2, , , , , , , ,1,1,1,1,0,0,2, ,2
2,32,9,4,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,Telemach,Telekom,Hothofer,Sparmobil,Izi,A1,T2, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,1,0,2, ,2
1,40,7,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Telemach,T2,Hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,1,0,2, ,2
1,68,2,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,Telekom, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telemach, , , , , , , , ,0,0,1,1,0,0,4, ,4
2,43,4,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Telemah,T2,Bob,Hot, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,T2,A1, , , , , , ,1,1,1,1,1,0,1, ,6
2,61,8,9,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,a 1,t - 2,telemach,bob,telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,t - 2,telekom,telemach, , , , , , , ,1,0,1,1,1,0,2, ,4
1,56,1,3,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,a1,telemach,t2,telekom slovenije, , , , , , ,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,a1,telekom, , , , , , , , ,1,1,1,1,1,0,1, ,1
2,62,10,8,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,t2,a1,telemach,telekom,total tv,šparmobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,t-2,a1,telekom,telemach,total tv, , , , , ,1,1,1,1,1,0,5, ,2
2,45,7,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Bob,Simobil,Hot, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,T2,Simobil,Telemach,Telekom, , , , , ,1,1,1,1,1,0,5, ,3
2,22,2,2,2,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenija,A1,T2,Telemah, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Hofer hot,Bob,Telekom slovenija,A1,Telemah,T2, , , , ,1,1,1,1,0,0,2, ,1
2,21,9,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Bob,T2, , , , , ,1,1,1,1,0,0,1, ,1
2,22,3,4,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Telemach,A1, , , , , , , , ,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,1,1,1,1,0,0,3, ,6
1,67,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemach,Siol, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemach,telekom Slovenija, , , , , , ,1,1,1,1,0,0,9, ,6
2,66,2,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Bob, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,3, ,3
1,43,8,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telemah, , , , , , , , , ,1,1,1,1,0,0,1, ,3
2,36,2,5,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telemah,Hot,Mobitel, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,A1,Telekom,Hot, , , , , , ,1,1,1,1,0,0,2, ,2
2,68,1,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,T2,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,T2,Telemach, , , , , , ,1,1,1,1,0,0,2, ,2
2,28,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,TELEKOM,TELEMACH,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TELEKOM,TELEMACH,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,3
2,21,6,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,T-2,A-1,Telekom Slovenije,Telemach,Total tv,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Bob,Telemach,Mobitel, , , , , ,1,1,1,1,1,0,1, ,1
2,66,7,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,bob, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,A1,telemach,t2, , , , , , ,1,1,1,1,1,0,1, ,1
2,25,3,4,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,A1,Telekom, , , , , , , , ,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,A1,Telekom, , , , , , , , ,1,1,1,1,0,0,1, ,2
2,62,4,3,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,TELEKOM,T2, , , , , , , , ,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,A1,T2, , , , , , , , ,1,1,1,1,0,0,9, ,1
1,58,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,a1,TELEKOM,TELEMACH,BOB,izi mobil,T2,HOFER,SPARMOBIL, , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,a1,TELEMACH,TELEKOM,T2,total, , , , , ,1,1,1,1,1,0,9, ,6
2,20,12,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,TELEMACH,T-2,TELEKOM,A1,HOFER HOT, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TELEMACH,T-2,A1,TELEKOM, , , , , , ,1,1,1,1,0,0,3, ,3
1,38,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,telekom,t2,hofer,telemach,spar,bob,A1, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,a1,telemach, , , , , , ,1,1,1,1,1,0,4, ,4
1,26,8,2,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,T2,Bob,Hofer,telemach, , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,T2, , , , , , , ,1,1,1,1,0,0,6, ,4
2,38,1,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,Telekom, , , , , , , ,1,0,1,1,1,0,3, ,3
2,69,12,9,2,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,Mobitel,A1, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,T1,A1,Mobitel,Telemach, , , , , , ,1,1,1,1,0,0,2, ,2
2,27,8,5,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Bob,A1,Telekom,Hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telemach, , , , , , , , ,1,1,1,1,1,0,5, ,6
2,20,4,1,2,1,1,1,2,3,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,T2,Hofer,Spar,Tus,A1, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,0,0,9, ,6
2,24,9,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,T2,Telekom,Telemach,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,2, ,4
2,18,8,9,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,Bob, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Bob, , , , , , ,1,1,1,1,0,0,2, ,1
2,28,11,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Bob,Hot,Telekom slovenija,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telekom slovenije, , , , , , , , ,1,1,1,1,1,0,5, ,1
1,24,7,6,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,0,0,0,0,0,3, ,3
1,33,8,4,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,t2,telekom slovenije,telemach,a1,bob,hot, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,t2,telekom slovenije,telemach,a1, , , , , , ,1,1,1,1,1,0,4, ,4
2,39,8,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,a1,telekom,t2,bob,redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,a1,telekom,telemach, , , , , , , ,1,1,1,1,0,0,5, ,1
1,39,2,4,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,0,0,0,2, ,2
2,21,8,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,telekom,telemach,T2,A1,Bob,Hofer,IziMobil, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,T 2,telemach,A1, , , , , , ,1,1,1,1,0,0,4, ,4
2,56,2,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,T2,Telemach, , , , , , ,1,1,1,1,1,0,2, ,2
1,22,12,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,a1,telekom,telemach,siol,mobitel,hofer mobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Neo,a1,t2,starlink, , , , , , ,1,1,1,1,0,0,3, ,1
2,42,4,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,telekom,fellefon, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telemach,telekom, , , , , , ,1,1,1,1,1,0,2, ,3
2,33,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telecom,Hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telecom,Telemach,Siol, , , , , , ,1,1,1,1,0,0,2, ,3
2,67,12,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Hot,Telekom,Bob,A1,Mi2,T2,Telemach, , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,A1,Telemach,Total, , , , , ,1,1,1,1,1,0,1, ,1
1,70,8,2,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemah,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemah,T2, , , , , , ,1,1,1,1,0,0,2, ,2
1,37,1,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telemach,a1,telekom,t2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,1,1,1,1,0,3, ,3
1,34,8,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,Tusmobil,Hofermobil,A1, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Te2,Telemach,A1, , , , , , ,1,1,1,1,1,0,3, ,3
2,33,8,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Hofer,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,T2,Hofer,Telemach,A2,Telekom, , , , , ,1,1,1,1,1,0,3, ,1
2,34,8,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Bob,Hofer,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,Telekom, , , , , , , ,1,0,1,1,0,0,1, ,3
2,46,7,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Bob, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemah,Telekom, , , , , , , ,1,1,1,1,1,0,9, ,4
1,33,11,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,T2,Katv, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,T2,Telecom, , , , , , ,1,1,1,1,1,0,3, ,3
2,32,3,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Total tv, , , , , , , ,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Total tv,Telwkom,Telemach, , , , , , , ,1,1,1,1,0,0,2, ,2
2,63,7,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T2, , , , , , , , , ,1,1,1,1,0,0,3, ,3
2,66,8,9,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Hofer,t2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,10, ,7
